ND169	174	530	ND-1	region	-	1	0
ND169	174	530	ND-1	region	-	2	0
ND169	174	530	ND-1	region	-	3	0
ND169	174	530	ND-1	region	-	4	1
ND169	174	530	ND-1	region	-	5	1
ND169	174	530	ND-1	region	-	6	1
ND169	174	530	ND-1	region	-	7	1
ND169	174	530	ND-1	region	-	8	1
ND169	174	530	ND-1	region	-	9	1
ND169	174	530	ND-1	region	-	10	1
ND169	174	530	ND-1	region	-	11	1
ND169	174	530	ND-1	region	-	12	1
ND169	174	530	ND-1	region	-	13	1
ND169	174	530	ND-1	region	-	14	1
ND169	174	530	ND-1	region	-	15	1
ND169	174	530	ND-1	region	-	16	1
ND169	174	530	ND-1	region	-	17	1
ND169	174	530	ND-1	region	-	18	1
ND169	174	530	ND-1	region	-	19	1
ND169	174	530	ND-1	region	-	20	1
ND169	174	530	ND-1	region	-	21	1
ND169	174	530	ND-1	region	-	22	1
ND169	174	530	ND-1	region	-	23	1
ND169	174	530	ND-1	region	-	24	1
ND169	174	530	ND-1	region	-	25	1
ND169	174	530	ND-1	region	-	26	1
ND169	174	530	ND-1	region	-	27	0
ND169	174	530	ND-1	region	-	28	0
ND169	174	530	ND-1	region	-	29	0
ND169	174	530	ND-1	region	-	30	0
ND169	174	530	ND-1	region	-	31	0
ND169	174	530	ND-1	region	-	32	0
ND169	174	530	ND-1	region	-	33	0
ND169	174	530	ND-1	region	-	34	0
ND169	174	530	ND-1	region	-	35	0
ND169	174	530	ND-1	region	-	36	0
ND169	174	530	ND-1	region	-	37	0
ND169	174	530	ND-1	region	-	38	0
ND169	174	530	ND-1	region	-	39	0
ND169	174	530	ND-1	region	-	40	0
ND169	174	530	ND-1	region	-	41	0
ND169	174	530	ND-1	region	-	42	0
ND169	174	530	ND-1	region	-	43	0
ND169	174	530	ND-1	region	-	44	0
ND169	174	530	ND-1	region	-	45	0
ND169	174	530	ND-1	region	-	46	0
ND169	174	530	ND-1	region	-	47	0
ND169	174	530	ND-1	region	-	48	0
ND169	174	530	ND-1	region	-	49	0
ND169	174	530	ND-1	region	-	50	0
ND169	174	530	ND-1	region	-	51	0
ND169	174	530	ND-1	region	-	52	0
ND169	174	530	ND-1	region	-	53	0
ND169	174	530	ND-1	region	-	54	0
ND169	174	530	ND-1	region	-	55	0
ND169	174	530	ND-1	region	-	56	0
ND169	174	530	ND-1	region	-	57	0
ND169	174	530	ND-1	region	-	58	0
ND169	174	530	ND-1	region	-	59	0
ND169	174	530	ND-1	region	-	60	0
ND169	174	530	ND-1	region	-	61	0
ND169	174	530	ND-1	region	-	62	0
ND169	174	530	ND-1	region	-	63	0
ND169	174	530	ND-1	region	-	64	0
ND169	174	530	ND-1	region	-	65	0
ND169	174	530	ND-1	region	-	66	0
ND169	174	530	ND-1	region	-	67	0
ND169	174	530	ND-1	region	-	68	0
ND169	174	530	ND-1	region	-	69	0
ND169	174	530	ND-1	region	-	70	0
ND169	174	530	ND-1	region	-	71	0
ND169	174	530	ND-1	region	-	72	0
ND169	174	530	ND-1	region	-	73	0
ND169	174	530	ND-1	region	-	74	0
ND169	174	530	ND-1	region	-	75	0
ND169	174	530	ND-1	region	-	76	0
ND169	174	530	ND-1	region	-	77	0
ND169	174	530	ND-1	region	-	78	0
ND169	174	530	ND-1	region	-	79	0
ND169	174	530	ND-1	region	-	80	0
ND169	174	530	ND-1	region	-	81	0
ND169	174	530	ND-1	region	-	82	0
ND169	174	530	ND-1	region	-	83	0
ND169	174	530	ND-1	region	-	84	0
ND169	174	530	ND-1	region	-	85	0
ND169	174	530	ND-1	region	-	86	0
ND169	174	530	ND-1	region	-	87	0
ND169	174	530	ND-1	region	-	88	0
ND169	174	530	ND-1	region	-	89	0
ND169	174	530	ND-1	region	-	90	0
ND169	174	530	ND-1	region	-	91	0
ND169	174	530	ND-1	region	-	92	0
ND169	174	530	ND-1	region	-	93	0
ND169	174	530	ND-1	region	-	94	0
ND169	174	530	ND-1	region	-	95	0
ND169	174	530	ND-1	region	-	96	0
ND169	174	530	ND-1	region	-	97	0
ND169	174	530	ND-1	region	-	98	0
ND169	174	530	ND-1	region	-	99	0
ND169	174	530	ND-1	region	-	100	0
ND169	174	530	ND-1	region	-	101	0
ND169	174	530	ND-1	region	-	102	0
ND169	174	530	ND-1	region	-	103	0
ND169	174	530	ND-1	region	-	104	0
ND169	174	530	ND-1	region	-	105	0
ND169	174	530	ND-1	region	-	106	0
ND169	174	530	ND-1	region	-	107	0
ND169	174	530	ND-1	region	-	108	0
ND169	174	530	ND-1	region	-	109	0
ND169	174	530	ND-1	region	-	110	0
ND169	174	530	ND-1	region	-	111	0
ND169	174	530	ND-1	region	-	112	0
ND169	174	530	ND-1	region	-	113	0
ND169	174	530	ND-1	region	-	114	0
ND169	174	530	ND-1	region	-	115	0
ND169	174	530	ND-1	region	-	116	0
ND169	174	530	ND-1	region	-	117	0
ND169	174	530	ND-1	region	-	118	0
ND169	174	530	ND-1	region	-	119	0
ND169	174	530	ND-1	region	-	120	0
ND169	174	530	ND-1	region	-	121	0
ND169	174	530	ND-1	region	-	122	0
ND169	174	530	ND-1	region	-	123	0
ND169	174	530	ND-1	region	-	124	0
ND169	174	530	ND-1	region	-	125	0
ND169	174	530	ND-1	region	-	126	0
ND169	174	530	ND-1	region	-	127	1
ND169	174	530	ND-1	region	-	128	1
ND169	174	530	ND-1	region	-	129	1
ND169	174	530	ND-1	region	-	130	2
ND169	174	530	ND-1	region	-	131	2
ND169	174	530	ND-1	region	-	132	3
ND169	174	530	ND-1	region	-	133	3
ND169	174	530	ND-1	region	-	134	3
ND169	174	530	ND-1	region	-	135	3
ND169	174	530	ND-1	region	-	136	3
ND169	174	530	ND-1	region	-	137	3
ND169	174	530	ND-1	region	-	138	3
ND169	174	530	ND-1	region	-	139	3
ND169	174	530	ND-1	region	-	140	4
ND169	174	530	ND-1	region	-	141	4
ND169	174	530	ND-1	region	-	142	4
ND169	174	530	ND-1	region	-	143	4
ND169	174	530	ND-1	region	-	144	4
ND169	174	530	ND-1	region	-	145	4
ND169	174	530	ND-1	region	-	146	5
ND169	174	530	ND-1	region	-	147	5
ND169	174	530	ND-1	region	-	148	5
ND169	174	530	ND-1	region	-	149	5
ND169	174	530	ND-1	region	-	150	4
ND169	174	530	ND-1	region	-	151	4
ND169	174	530	ND-1	region	-	152	4
ND169	174	530	ND-1	region	-	153	3
ND169	174	530	ND-1	region	-	154	3
ND169	174	530	ND-1	region	-	155	2
ND169	174	530	ND-1	region	-	156	2
